,순위,title,genre,year,date,rating,vote_count,plot,main_act,,
30,32.0,애린 왕자,드라마,,,6,1,"사투리로 재해석한 <애린 왕자>는 언어 실험의 일환으로 세월에 엷어지는 동심을 소환하는 새로운 형식을 보여준다. 역자는 원작의 감동을 전달하기 위해 언어 너머 프랑스어와 영어, 표준어를 거쳐 오롯이 경상도 사투리로 원문을 담았고 이 과정에서 지역 정서가 녹아든 개성 있는 동심을 정감 넘치는 사투리로 만날 수 있다. 또 발음에 충실한 사투리 표기로 맞춤법을 깨트리는 일탈과 재미도 만끽할 수 있다.<애린 왕자>는 도서출판 이팝의 첫 단행본이자 앙투안 드 생텍쥐페리의 탄생 120주년을 기념해 출간된 책이다. 도서출판 이팝은 단행본을 전세계 언어를 수집하는 독일 출판사 Tintenfass(www.verlag-tintenfass.de)와 협업으로 2020년 6월 해외에서 먼저 선보였다. Tint..",최현애,,
31,33.0,해리포터와 마법사의돌,드라마,,,6,1,"《해리 포터와 마법사의 돌: 미나리마 에디션》 전 세계 동시 출간!〈해리 포터〉 시리즈의 그래픽디자이너 ‘미나리마’의 손으로 새롭게 탄생한 마법 세계!컬러 일러스트레이션과 흥미진진한 3D입체물이 가득한 색다른 《해리 포터》영화 〈해리 포터〉와 〈신비한 동물사전〉 시리즈에서 비주얼 그래픽을 담당했던 스튜디오 ‘미나리마(MINALIMA)’가 직접 디자인한 《해리 포터와 마법사의 돌: 미나리마 에디션》이 출간되었다. J.K. 롤링이 만들어 낸 마법 세계를 더욱 돋보여 줄 컬러 삽화와 기발한 종이 공예로 가득한 이 책은 해리 포터 팬들에게 특별한 기념품이 될 것이다.이 책에는 J.K. 롤링의 이야기가 완벽하게 담겨 있을 뿐만 아니라, 거의 모든 페이지에 컬러 삽화가 들어 있으며, 8가지 기발한 입체 종이 공작 요소..",J.K. 롤링,,
32,34.0,보건교사 안은영,드라마,,,9,221,본격 학원 명랑 미스터리 소설출간 5주년 & 영상화 기념 리커버 특별판 출간!2015년 12월에 출간되어 꾸준한 사랑을 받아 온 『보건교사 안은영』이 출간 5주년과 작품 영상화를 기념하여 ‘리커버 특별판’으로 출간되었다. 2010년 단편소설에서 탄생한 ‘안은영’이 ‘넷플릭스 오리지널 시리즈’의 히어로가 되기까지의 소회가 담긴 작가의 편지로부터 책은 시작한다. 그 시간 동안 안은영이 자신에게 좋은 친구가 되어 주었다는 정세랑의 고백은 아마 많은 독자에게도 마찬가지일 것이다. 그 친구가 오랜만에 새 옷을 입었다. 일러스트레이터 ‘람한’의 작업으로 새로 탄생한 표지 디자인은 소설의 세계관을 충실히 반영하는 동시에 유니크한 색감과 구성으로 독자들의 소장 욕구를 자극한다. 또한 책의 뒤편에 자리한 다섯 편의 추천사는..,정세랑,,
33,35.0,천 개의 파랑,드라마,,,9,221,"우리 SF를 물들일 가장 따뜻한 색, 파랑SF가 진보하는 기술 속에서 변화하고 발전하는 모습을 예견하는 장르라면, 『천 개의 파랑』은 진보하는 기술 속에서 희미해지는 존재들을 올곧게 응시하는 소설이다. 발달한 기술이 배제하고 지나쳐버리는 이들, 엉망진창인 자본 시스템에서 소외된 이들, 부서지고 상처 입은 채 수면 아래로 가라앉아 있던 이들을 천선란은 다정함과 우아함으로 엮은 문장의 그물로 가볍게 건져 올린다. 그의 소설은 희미해진 이들에게 선명한 색을 덧입히는 과정으로 이루어져 있다.안락사당할 위기에 처한 경주마 ‘투데이’, 하반신이 부서진 채로 폐기를 앞둔 휴머노이드 기수 ‘콜리’, 장애를 가진 채 살아가는 소녀 ‘은혜’, 아득한 미래 앞에서 방황하는 ‘연재’, 동반자를 잃고 멈춰버린 시간 속에서 끝없는 ..",천선란,,
34,36.0,달러구트 꿈 백화점,드라마,,,9,221,"잠들어야만 입장 가능한 꿈 백화점에서 일어나는 비밀스럽고도 기묘하며 가슴 뭉클한 판타지 소설여기는 잠들어야만 입장할 수 있는 ‘달러구트 꿈 백화점’입니다. 잠들어야만 입장할 수 있는 독특한 마을. 그곳에 들어온 잠든 손님들에게 가장 인기 있는 곳은, 온갖 꿈을 한데 모아 판매하는 ‘달러구트의 꿈 백화점’이다. 긴 잠을 자는 사람들은 물론이고, 짧은 낮잠을 자는 사람들과 동물들로 매일매일 대성황을 이룬다. 범상치 않은 혈통의 주인장 ‘달러구트’, 그리고 그의 최측근에서 일하게 된 신참 직원 ‘페니’, 꿈을 만드는 제작자 ‘아가넵 코코’, 그리고 베일에 둘러싸인 비고 마이어스…등이 등장한다.《달러구트 꿈 백화점》은 ‘무의식에서만 존재하는 꿈을 정말 사고 팔 수 있을까?’라는 기발한 질문에 답을 찾아가며, 꿈을 ..",이미예,,
35,37.0,스토너 초판본,드라마,,,6,1,"★★★영화평론가 이동진, 문학평론가 신형철, 소설가 김연수ㆍ최은영 추천!★★★입소문이 만들어낸 역주행 베스트셀러의 살아 있는 신화!★★★〈오만과 편견〉, 〈어톤먼트〉 조 라이트 감독 영화화 확정!“이 소설에 대해선 할 말이 너무 많아서 나는 제대로 시작할 수조차 없다.” _신형철(문학평론가)전 세계 수많은 문학 애호가들의 인생 소설로 손꼽히는 명작 《스토너》가 1965년 미국에서 처음 발행됐을 때의 표지로 출간된다. 50여 년 전, 이 책의 초판은 출간 1년 만에 절판되었지만 2010년대 영국, 네덜란드, 프랑스를 비롯해 유럽 전역에서 재출간되며 역주행 베스트셀러 신화를 쓴다. 이 책을 두고 평론가 모리스 딕스타인은 “당신이 여태껏 들어본 적 없는 최고의 소설”이라 극찬했으며, 영국의 유명 작가 닉 혼비, ..",존 윌리엄스,,
36,38.0,"시선으로부터,",드라마,,,9,221,"“이 소설은 무엇보다 20세기를 살아낸 여자들에게 바치는 21세기의 사랑이다.” 한국문학이 당도한 올곧은 따스함, 정세랑 신작 장편소설독창적인 목소리와 세계관으로 구축한 SF소설부터 우리 시대의 현실에 단단히 발 딛고 나아가는 이야기들까지, 폭넓은 작품 세계로 우리에게 늘 새로운 놀라움을 선사했던 정세랑. 작가의 동명 소설을 원작으로 제작되는 넷플릭스 드라마 〈보건교사 안은영〉(이경미 감독, 정유미 주연)과, SM에서 제작중인 케이팝 드라마 〈일루미네이션〉의 각본을 집필하며 활동 반경을 넓혀가고 있는 그가 장편소설 『시선으로부터,』로 돌아왔다. 『시선으로부터,』는 구상부터 완성까지 5년이 걸린 대작으로, 한국일보문학상을 수상한 『피프티 피플』 이후 4년 만에 내놓는 신작 장편소설이다. 『시선으로부터,』는 올..",정세랑,,
37,39.0,"칵테일, 러브, 좀비",드라마,,,9,221,"안전가옥 쇼-트 시리즈의 두 번째 책으로, 조예은 작가의 단편집이다. 안전가옥 오리지널 시리즈의 첫 책 《뉴서울파크 젤리장수 대학살》에서 탄탄한 구성의 호러 스릴러를 선보였던 작가의 연출력은 단편집에서 더욱 다양한 색채로 빛을 발한다.미묘하지만 분명한 폭력을 감내해 왔던 여성 빌런의 탄생을 그린 〈초대〉, 물귀신과 숲귀신 사이의 사랑스러운 이끌림을 담은 〈습지의 사랑〉, 블랙 유머를 통해 가부장제의 이면을 들여다보는 오컬트 좀비물 〈칵테일, 러브, 좀비〉, 제2회 황금가지 타임리프 공모전에서 우수상을 차지한 〈오버랩 나이프, 나이프〉 등 네 작품을 수록하였다. ■ 줄거리〈초대〉채원은 어렸을 적 억지로 회를 먹은 이후 17년째 목에 걸린 가시에 시달리고 있다. 남자친구 정현을 아끼던 마음에 균열이 생기면서 목..",조예은,,
38,40.0,2020 제11회 젊은작가상 수상작품집,드라마,,,9,221,"2020년, 내일을 상상케 하는 눈부신 터닝 포인트!  등단 10년 이하의 젊은 작가들이 한 해 동안 발표한 중단편소설 중 가장 눈부신 성취를 보여준 일곱 편의 작품에 수여하는 젊은작가상. 지난 10년간 독자들과 상호작용하며 굳건한 신뢰를 쌓아온 이 상이 2020년대로 진입한 첫해 새로이 호명한 수상자는 강화길 최은영 김봉곤 이현석 김초엽 장류진 장희원이다. 다시 한번 젊은작가상을 거머쥔 작가들의 탄탄한 행보와 낯선 기대를 품게 하는 신예 작가들의 신선한 기운이 한 권의 책 속에서 조화를 이루게 되었다. 이들이 각자의 문학세계를 부단히 갱신한 끝에 탄생시킨 일곱 편의 수상작에는 현재를 박차고 새로운 내일로 뻗어나가려는 전복의 에너지가 응축되어 있다. 한 시절의 전환점에 서서 이전까지와는..","강화길, 최은영, 이현석, 김초엽, 장류진, 장희원",,
39,41.0,요리코를 위해,드라마,,,6,1,"모두가 누군가가 세팅한 무대 위의 인형에 지나지 않았다괴물은 누구이며, 그 괴물을 움직이는 자는 누구인가?『요리코를 위해』 스페셜 리커버 에디션!장르소설 마니아는 물론 분야를 넘어 수많은 독자들에게 사랑받은 화제의 베스트셀러, 『요리코를 위해』가 스페셜 리커버 에디션으로 화려하게 재탄생했다! 딸을 잃은 아버지가 딸의 죽음에 감춰진 진실을 추적하면서 출발하는 추리소설 『요리코를 위해』는 “결말 궁금해서 화장실 못 가는 책” “영화로 나와도 손색없을 작품” “앉은 자리에서 한번에 읽어버린 소설” 등 독자들의 극찬과 호평을 받으며 2020년 3월 출간 이후부터 현재까지 5만 부 이상의 판매 수치를 기록했다. 독자들의 이러한 뜨거운 반응에 힘입어 스페셜 에디션으로 새롭게 ..",노리즈키 린타로,,
40,42.0,독고솜에게 반하면,드라마,,,6,1,"“한 사람을 알아 갈 기회를 우리가 너무 쉽게 포기하는 건 아닐까?” 소문과 편견, 첫인상과 속단의 장벽 너머로 한 걸음 다가가는 용기에 관하여시공간을 뛰어넘는 기적의 힘을 보여 준 『세계를 건너 너에게 갈게』, 무리에 속하기 위해 감추고 있던 진짜 ‘나’를 찾는 여정이 담긴 『체리새우: 비밀글입니다』 등 수상작마다 출간 즉시 베스트셀러가 되며 이제는 전 연령 독자들에게 ‘믿고 읽는’ 이름이 된 문학동네청소년문학상. 2020년, 또 한 번 독자들의 마음을 단단히 사로잡을 새 수상작이 그 모습을 드러낸다. 제10회 대상 수상작 『독고솜에게 반하면』은 한낙원과학소설상 우수 응모작으로 두 차례 선정된 바 있는 허진희 작가의 첫 장편소설이다. 진실에 한 걸음 다가서는 용기, 누군가의 곁을 지키는 용기를 그렸다. 첫..",허진희,,
41,43.0,페인트,드라마,,,6,1,"올해의 베스트셀러, 아시아권 4개국 수출!『페인트』 양장본 출간!“부모를 선택할 수 있다면, 누구를 고르시겠습니까?”#부모면접 #가족이란 #사랑과돌봄 #명대사의향연이희영 작가의 장편소설 『페인트』의 양장본이 출간되었다. 『페인트』는 제12회 창비청소년문학상 수상작으로, 2019년 4월 출간 즉시 베스트셀러에 오르며 반년 만에 5만부가량 판매되는 등 독자에게 큰 사랑을 받았다. 국가에서 센터를 설립해 아이를 키워 주는 ‘양육 공동체’가 실현된 미래 사회, 청소년이 부모를 직접 면접 본 뒤 선택하는 색다른 풍경을 그린 이야기이다. 부모 자식 관계란, 나아가 가족의 의미란 무엇인지를 질문하는 수작이다. 중국, 대만, 베트남, 인도네시아 등 아시아 4개국으로 수출되는 쾌거를 보건대 국내뿐 아니라 세계적으로도 충분히..",이희영,,
42,44.0,해리 포터와 마법사의 돌 1,드라마,,,6,1,"해리 포터 세대의, 해리 포터 세대를 위한, 해리 포터 세대에 의한 새 번역!‘21세기 대표 아이콘’에 걸맞은 완성도 높은 작품으로 재탄생하다!1997년 영국에서 출간된 이래 『해리 포터』 시리즈는 지금까지 200개국 이상 80개의 언어로 번역되고 출간되어 5억 부 이상을 판매했다. 국내에서도 1999년 『해리 포터와 마법사의 돌』의 출간을 필두로 지금까지 약 1,500만 부가 판매되었으며, 현재에도 독자들에게 변함없는 사랑을 받고 있다. 이 시리즈는 여덟 편의 영화로도 제작되어 전 세계 곳곳에서 흥행을 거두었고, 영화와 관련된 새로운 도서가 출간되고 테마 파크가 조성되는 등 놀라운 기현상을 빚어냈다. 뿐만 아니라 『해리 포터』 시리즈에서 또 다른 작품들..",J.K. 롤링,,
43,45.0,해리 포터와 마법사의 돌 2,드라마,,,6,1,"해리 포터 세대의, 해리 포터 세대를 위한, 해리 포터 세대에 의한 새 번역!‘21세기 대표 아이콘’에 걸맞은 완성도 높은 작품으로 재탄생하다!1997년 영국에서 출간된 이래 『해리 포터』 시리즈는 지금까지 200개국 이상 80개의 언어로 번역되고 출간되어 5억 부 이상을 판매했다. 국내에서도 1999년 『해리 포터와 마법사의 돌』의 출간을 필두로 지금까지 약 1,500만 부가 판매되었으며, 현재에도 독자들에게 변함없는 사랑을 받고 있다. 이 시리즈는 여덟 편의 영화로도 제작되어 전 세계 곳곳에서 흥행을 거두었고, 영화와 관련된 새로운 도서가 출간되고 테마 파크가 조성되는 등 놀라운 기현상을 빚어냈다. 뿐만 아니라 『해리 포터』 시리즈에서 또 다른 작품들..",J.K. 롤링,,
