,순위,책이름,저자,줄거리
38,39,대화,"리영희, 임헌영","이 책은 이 땅에서 '지식인'으로서 살아간다는 것이 어떠한 일인지를 생생하게 증언한다. 스스로 ""60% 저널리스트, 40% 아카데미션""이라고 말하는 리영희의 글이 학자들에 의해 가장 영향력 있는 저서로 꼽히고 수많은 사람들의 의식을 깨우치며 삶을 통째로 뒤흔들었던 까닭은 대단한 이론이나 새로운 담론을 제시했기 때문이 아니다. 오직 한국 현대사의 온갖 질곡 앞에서 진실을 있는 그대로 글로 옮겼기 때문이다.그는 모든 글쓰기의 처음이자 마지막이라 할 이것, 온전한 진실을 써내려간다는 이 기본적이고도 충실한 사명을 실천하기 위해 목숨을 걸어야 했다. 그는 이 의무를 회피하지 않고 맞서는 것이야 말로 '지식인'의 역할이라고 여기고 온몸으로 실천했던 것이다.1970~80년대가 지나고 우리 사회가 최소한의 민주화를 거둔.."
39,40,외롭고 높고 쓸쓸한,안도현,"안도현 시인의 시집. 모든 것들이 좀더 가난해지기를, 좀더 외로워지기를, 좀더 높아지기를, 좀더 쓸쓸해지기를 바란다는 안도현 시인은 대구매일신문 신춘문예에 시 <낙동강>이 당선(1981년)되고, 동아일보 신춘문예에 시 <서울로 가는 전봉준>이 당선(1984년)되어 문단에 등단하였으며, 소월시문학상(1998년), 등을 수상하였다. 시 57편이 수록된 시집 <외롭고 높고 쓸쓸한>은 견고한 내성의 흐름을 갖고 있다. 이 시집은 자문자답 형식으로 이루어져있기도 하다. 자문의 대상은 안도현 시인의 삶과 내면이며, 자신에 대한 힐난이나 준열한 질책, 등이 그 뒤를 따른다. 한 편, 자답은 그런 물음 연후에 어떻게 혁신하고 처신할 것인가에 대한 진중한 모색과 결기의 다짐이다. 때로는 기습.."
40,41,이탈리아 기행 1,요한 볼프강 폰 괴테,"대문호 괴테의 자아 성찰과 재탄생의 현장을 생생하게 전달하는 여행기. 한국 괴테학회를 창설한 박찬기교수가 번역한 국내 최초 완역본으로, 1786년 9월부터 1788년 6월까지 약 20개월 동안 이탈리아를 여행하면서 독일의 지인들에게 보낸 서한과 일기, 메모와 보고를 손질해 엮었다. 공직 생활이 가져온 권태, 예술가 정신을 되찾고 싶은 욕망이 겹쳐 비밀 여행을 감행한 괴테는, 이탈리아에서 제2의 탄생과 정신적 개안을 맞이한다. 괴테가 이탈리아 여행에서 관심 깊게 살펴본 것은 자연, 사회, 그리고 예술이다. 광범위한 영역에 걸친 세심한 자연 관찰 또한 상세한 기록으로 남아 있다."
41,42,단순한 기쁨,아베 피에르,"1912년생으로 아흔이 된 이 프랑스 노신부의 이름 앞에는 '프랑스 최고의' 혹은 '금세기 최고의 휴머니스트'라는 말이 따라붙는다. 가난한 이들을 위한 공동체 '엠마우스'의 창시자이며 프랑스에서 7번이나 '가장 좋아하는 인물'로 선정된 그에 대한 애정의 표시이다.<단순한 기쁨>은 이 아베 피에르 신부의 자전적 회고가 담긴 에세이집이다. 평범한 소년에서 신부로, 레지스탕스로, 국회의원으로, 엠마우스의 아버지로 자리바꿈해온 일생을 회고하며 '더불어 사는 기쁨'을 고백하는 평안한 목소리에는 가장 회의적인 사람조차도 발목을 잡힐 것 같다.쫓기는 유대인에게 신발을 벗어주고 맨발로 눈길을 걸어오는 사람, 누군가 학대받고 있다는 사실만으로 레지스탕스에 참가한 사람, 동정을 베푸는 것이 아니라 노동과 나눔을 통.."
42,43,일상적인 삶,장 그르니에,"“다루는 주제가 심오할수록 그 표현은 소박하다.모든 숭고한 것들은 언제나 실망스러울 정도로평이한 말들로 설법되는 법이다.“ “그르니에의 작품은 긴장, 까다로운 감수성, (그러나 아이러니하게도) 평온함을 지니고 있어서 마치 독자가 무중력 상태에 빠진 듯한 느낌을 갖게 한다.” -《르 몽드》“20세기 후반을 산 프랑스인이면서도 동양적 정서와 감수성을 갖춘 그르니에의 독특한 사유는 이따금 일상의 것들을 삶과 죽음이라는 자못 숙명적인 주제와도 결부한다.” -김용기(옮긴이)"
43,44,스콧 니어링 자서전,스콧 니어링,"1917년 반전 논문을 발표하여 스파이 혐의로 기소된 바 있는 스콧 니어링의 자서전. 그는 위험분자, 과격분자로 내몰려 사회로부터 철저한 소외를 당해야만 했던 인물이다. 진정한 자유의 의미를 추구하며 살다 간 고된 삶의 역정이 깊이 패인 주름살에 고스란히 배어 있다."
44,45,악의 꽃,샤를 피에르 보들레르,"서구 현대시의 시조 보들레르가 남긴 단 한 권의 시집. 낭만주의 정신을 담고 있으며 동시에 낭만주의의 결점을 뛰어넘은, 이후 오게 될 상징주의, 초현실주의, 현대시에 길을 터놓은 것으로 평가되는 작품이다. 1861년 출간된 제2판을 번역 텍스트로 삼았으며 그외에 프랑스 법원의 삭제 명령에 의해 2판에서 제외되었던 6편의 시들을 '유죄 선고 받은 시'라는 제목 밑에 실었고, 다음으로 16편으로 된 '새 악의 꽃'을 수록하였다. 그리고 <악의 꽃> 에필로그 초고와 서문 초고, 출판에 관한 몇 가지 자료를 포함하였다."
45,46,서재 결혼 시키기,앤 패디먼,"""모든 것은 책으로부터 시작되었다."" 책을 좋아하며 자란 한 여자가 책을 통해 연애를 하고, 결혼하고, 친구들을 사귀고, 또 자식 둘을 낳아 함께 책을 읽으며 키운다. 도서관에서 빌린 책에도 교정을 보는 그녀의 아버지를 비롯하여 식당의 메뉴판을 들여다보면서도 틀린 글자를 잡아내고, 그리고 텔레비전 앞에 모여 앉아 퀴즈 쇼에 참가하는 이 패디먼 가족은 결코 ""평범한 독자""는 아니다. 그럼에도 불구하고 우리는 오래 전에 잃어버렸던 책을 ""읽는 재미""와 거기에서 얻어지는 삶의 기쁨.그리고 책에 중독되어 사는 그 지적인 즐거움을 공유할 수 있다."
46,47,인듀어런스,캐롤라인 알렉산더,"1914년. 15세기 무렵부터 시작된 대탐험시대가 종착역에 다다를 즈음, 영국의 극지탐험가 섀클턴은 그의 대원 27명과 함께 남극대륙 횡단에 도전한다. 하지만 그들은 남극대륙에는 발을 디뎌보지도 못한다. 바다가 얼어붙는 바람에 배가 난파되었기 때문이다. 결국 배를 버리고 남극해를 떠다니는 부빙에 몸을 옮겨 실은 이들은 그때부터 인간의 상상을 초월하는 역경을 만나게 된다.그러나 그들은 처참한 환경에 절대 굴하지 않고, 온 대원이 똘똘 뭉쳐 불굴의 의지와 투혼을 발휘한다. 그들은 펭귄을 잡아 허기를 달래고, 참혹한 추위에 발이 썩어들어 가면서도 전진하고 또 전진한다. 이들이 마지막 구조에 이르기까지 겪었던 일들은 인간의 생존 드라마 중에서도 그 유래를 찾아보기 어려운 것이었다.그 중 압권은 천신만고 끝에 대원들.."
47,48,가만히 좋아하는,김사인,1982년 동인지『시와 경제』창간동인으로 활동하기 시작한 시인의 두 번째 시집. 2005년 현대문학상 수상작인「노숙」을 포함한 67편의 시가 수록되었다. 이 시집에서 시인은 수줍고 서운하고 비겁하고 순하고 외롭고 부질없는 마음 같은 내밀한 마음의 풍경들을 과장과 꾸밈이 없이 담담하게 노래하고 있다.
48,49,조화로운 삶의 지속,"헬런 니어링, 스콧 니어링","상류층에서 태어나 한때 크리슈나무르티의 연인이기도 했던 헬렌 니어링과 자본가 출신의 전직 대학교수 스코트 니어링이 버몬트 숲에서 20년간의 조화로운-자연과, 사회와의-생활을 마무리하고 개발과 투기의 바람을 피해 메인주로 옮긴 뒤의 26년간의 삶을 정리한 책. 윤구병의 추천사 대로 귀농 안내서로도 쓰일 수 있겠지만, 도시에서 메말라가는 현대인에게 진정 조화롭고 인간에게 편안한 삶의 의미를 깨우쳐주는 효과 또한 클 것이다."
49,50,남해 금산,이성복,"[문학과지성]을 통해 1977년 문단에 등단한 이성복의 시집. 따뜻하며, 고통스럽고, 아름다우며, 뛰어난 시 세계를 새롭게 보여주고 있는 시집이다. 서정적 시로 서사적 구조를 이루고 있는 이 시집에서 저자는 우리의 조각난 삶과 서러운 일상에 깔린 슬픔의 근원을 명징하게 바라보면서 비극적 서정을 결정적으로 드러낸다. 이 심오한 '바라봄 - 드러냄'의 변증은 1980년대 우리 시단의 가장 탁월한 성취로 보이고 있다. '문학과지성사시인선' 제52집이다."
50,51,혼자 가는 먼 집,허수경,"이번 시집에서 시인은 독특한 창의 가락으로, 세상 한편에 들꽃처럼 피어 있는 누추하고 쓸쓸한 마음에 대해 노래한다. 그의 마음 시편들은 사라져가고 버림받고 외롭고 죽어 있는 모든 마음들을 따뜻한 모성의 육체로 애무하고 품는다. 그리하여 이 세상의 긁히고 갈라지고 부러진 남성성을 탁월한 여성성의 이미지로 잉태해내고 있다."
51,52,새들도 세상을 뜨는 구나,황지우,"서경덕의 사상은 ""기""를 바탕으로 하고 있기 때문에 흔히 ""유기론(唯氣論)""이라고도 말한다. 그는 ""이기설""과 ""태허설""에서 보는 바와 같이 만물의 생성과 우주 변화의 원체(原體)로서의 ""기""를 인정하고 있다. ""기""는 하나이지만 동시에 음양(陰陽)의 둘이기도 하다. 이 ""기""가 지니고 있는 이(二)의 성질이 서로 운동을 하는 과정에서 모든 존재들이 성립하고 우주의 모든 존재란 다른 말로 표현하면 ""기의 집산(集散)""이라는 것이다."
52,53,꽃으로도 때리지 말라,김혜자,"김혜자는 '인생에 주어진 의무는 행복' 뿐이라고 했던 헤르만 헤세의 시를 인용하며, 그는 아마 아프리카 소녀 에꾸아무를 모르니까 그런 시를 썼을 것이라고 말한다. 이 책에는 10년이 넘게 지구 곳곳에서 구호활동을 벌여온 김혜자가 체험한 전쟁과 가난, 기아의 현장이 담겨있다. 한국판 <토토의 눈물>.움막에서 동생을 돌보며 생활하는 에꾸아무, 에이즈 고아 몰리, 다이아몬드 광산에서 일하는 모하메드, 강간과 성폭행으로 열아홉살에 두 아이의 엄마가 된 레베카... 책장 갈피갈피마다 고단한 아프리카에서 직접 보고 느낀 참상과 우리들에게 보내는 인간적 호소가 담겨있다.책을 읽다보면, 난민을 대상으로 한 각종 숫자와 통계가 더이상 상투적으로 느껴지지 않는다. 김혜자는 아프리카의 풍경과 더불어 그곳의 역사적.사.."
53,54,즐거운 일기,최승자,"이 책은 최승자 시인이 첫 시집 이후 3년 만에 펴낸 것으로 더 나아갈 데가 없을 만큼 강렬해진 비극성으로 아름답게 번뜩이는 시집이다. 철저한 긍정에 도달하기 위해 세계 전체에 대한 철저한 부정을 수행하는 최승자의 방법적 절망은, 인간과 희망과 사랑에 대해 <전체 아니면 무>라는 비극적 전망을 궁극에까지 밀고 나감으로써 다른 누군에게서도 찾아 볼 수 없는 경이로운 시 세계를 이뤄내고 있다."
54,55,나는 빠리의 택시운전사,홍세화,"'똘레랑스'의 메시지를 전하는 『나는 빠리의 택시운전사』 개정판. 암울한 시대에, '남민전사건'으로 귀국하지 못한 채 빠리에서 택시를 몰아야 한 저자가 1995년에 출간한 책으로, 10여 년 만에 낸 개정판이다. 본문을 전체적으로 수정하고 '똘레랑스'를 다룬 부분을 보충했으며, 빠리의 사진을 컬러로 담아 보는 즐거움도 누리게 해준다. 1995년 '똘레랑스'라는 독특한 개념을 제시하면서, 우리 사회에 진지한 성찰을 요구한 이 책은, 짙게 남아 있는 억압적인 사회 분위기에서 살아가던 우리에게 상식적인 배려와 용인의 미덕을 진지하게 들려줬다. 그리고 가난했지만 행복한 빠리 시절의 망명기를 담담하고 솔직하게 고백함으로써 공감도 얻어냈다. 초판 출간 당시 '남민전사건'으로 프랑스에 얽매여 있던 저자는 2002년 귀국.."
55,56,일본 하이쿠 선집,마쓰오 바쇼,"일본 하이쿠 대표적 작가 5명의 대표작을 가려뽑은 책. 일본 근세 하이쿠의 대표적 작가인 마쓰오 바쇼, 요사 부손, 고바야시 잇사와 일본 근대 하이쿠의 대표적 작가인 마사오카 시키, 가와히가시 헤키고토의 하이쿠 중 작가의 세계를 이해할 수 있는 대표작을 선별해 수록하고 있다. 5-7-5, 17자의 음절로 이루어진 하이쿠의 특징을 살리기 위해 우리말 번역도 가급적 5-7-5, 17자의 정형을 지키고자 하였으며, 이해를 돕기 위해 원문과 해설도 첨가하고 있다. 또한 <근대 하이쿠집>, <하이쿠 감상 사전> 등을 참고해 옮긴이가 가상으로 구성한 '작가 인터뷰'와 작가 5명에 대한 '작가 연보'가 수록되어 있다."
56,57,간절하게 참 철없이,안도현,"산문집 <연어>로 잘 알려진 안도현의 아홉 번째 시집. 2004년 <너에게 가려고 강을 만들었다>를 펴낸 이후 4년 만의 시집으로, 시인이 오랫동안 마음속에 품어왔던 아름다운 소재들을 뛰어난 감성으로 노래하며 잃어버린 추억과 풍경들을 되살려낸다.특히, 음식을 통해 편안하고 따뜻했던 공동체의 원형을 복원함으로써 사람들이 서로를 아끼는 고운 마음의 세계를 고스란히 살려낸 점이 돋보인다. 조용하고 정성스럽게 밥을 짓던 어머니의 손길처럼 잔잔히 마음의 양식을 만드는 시인의 시들이 총 3부로 나누어 그려지고 있다. <무말랭이>외할머니가 살점을 납작납작하게 썰어 말리고 있다내 입에 넣어 씹어먹기 좋을 만큼 가지런해서 슬프다가을볕이 살점 위에 감미료를 편편 뿌리고 있다몸에 남은 물기를 꼭.."
