,순위,책이름,저자,줄거리
39,40,통섭,에드워드 윌슨,"'큰 줄기를 잡다, 모든 것을 다스린다, 총괄하여 관할하다.'라는 의미의 제목처럼 학문간의 경계를 뛰어넘어 학문의 대통합을 이루어야 함을 역설하는 책이다. 얼핏 어려울 듯한 내용을 여러 학문들을 넘나들며 알기 쉽게 설명하는 것을 보면 그게 바로 저자가 말하는 '통섭'임을 알 수 있다."
40,41,노자이야기,장일순,"이 책은 장일순 선생이 삶의 말년에 노자의 <도덕경>을 가운데 두고 이아무개(이현주) 목사와 나눈 대화를 풀어쓴 것으로, <노자 이야기>의 개정판이다. 책은 <도덕경>의 한 구절 한 구절을 꼼꼼히 읽고 해석하는 형식으로 짜여있다. 그러나 이 책은 단순히 노자에 대한 해설서나 주석서가 아니라, 노자 사상을 화두 삼아 우리 시대에 바람직한 삶의 가치란 무엇인가를 묻는 일에 그 관심이 집중되어 있다. 노자의 사상뿐 아니라 기독교, 불교, 유교, 동학, 마르크스주의 등 동서양 종교와 철학을 종횡무진으로 넘나들며 지혜와 통찰을 구하고 있다."
41,42,열린사회와 그 적들 I,칼 포퍼,"전체주의에 대항한 통렬한 비판서!전체주의에 대한 비판과 자유주의 이념의 정당화를 시도한 <열린사회와 그 적들> 제1권. 전체주의 정치체제의 이념적 허구성과 비도덕성에 대한 통렬한 비판서이며, 동시에 열린사회로 인도하는 실천철학적 안내서이다. 전체주의의 폭력이 초래한 불행한 사건들과 그 배경을 근원적으로 살펴보고 플라톤, 헤겔, 마르크스 같은 철학자들의 잘못된 교설을 비판적으로 검토함으로써 전체주의의 깊은 뿌리를 파헤치고 있다.열린사회란 전체주의에 대립되는 개인주의 사회이며, 사회 전체의 급진적 개혁보다는 점차적이고 부분적인 개혁을 시도하는 점진주의적 사회이다. 포퍼는 열린사회를 우리가 인간으로 살아남을 수 있는 유일한 사회라고 정의하면서 열린사회의 최대의 적은 역사주의라 불리는 전체론, 역사적 법.."
42,43,빈 서판,스티븐 핑커,"저명한 심리학자이자 베스트셀러 작가인 스티븐 핑거는 이 책에서 인간 본성에 관한 아이디어와 그것의 도덕적, 감정적, 정치적 색체를 탐구한다. 스티븐 핑거는 인간 본성에 대한 과학과 상식에 기반한 인식은 전혀 위험하지 않을뿐더러 예술가들과 철학자들이 21세기에 만들어 갈 인간 조건에 대한 통찰을 보완할 수 있다고 말하고 있다."
43,44,기술복제시대의 예술작품 사진의 작은 역사 외,발터 벤야민,"발터 벤야민 사상의 진수를 선보이다전방위적 사상가 발터 벤야민의 텍스트를 번역한『발터 벤야민 선집』시리즈. 국내 벤야민 전공자 3인이 지난 10년간의 독해모임을 통해 얻은 결정판본 번역작업의 결과물이다. 벤야민의 사상을 체계적으로 접할 수 있도록 주제별로 묶었으며, 이해의 폭을 넓히는 데 역점을 두었다. 또한 그동안 국내에서 거의 소개되지 않았던 글들을 만나볼 수 있다.발터 벤야민의 지적ㆍ사상적 세계는 1930~40년대에 걸쳐 이루어진 성과물이지만, 21세기가 들어선 지금에서도 새롭게 각광받고 있다. 그의 글들은 지금 우리가 살고 있는 시대의 양상이나 문제점들에 대한 풍부한 해석과 의문부호를 제공한다. 지금까지 그의 사상이 주로 유물론적 모더니즘 미학과 사회철학적 시각에서 해석되어 왔다면, 1990년대 들어.."
44,45,천개의 고원,"질 들뢰즈, 펠릭스 가타리","'자본주의와 분열증' 시리즈의 속편이자 완결편으로 <앙띠 오이디푸스>와 쌍을 이루는 저작이다. 들뢰즈와 가타리는 자본주의라는 '엄청난' 기계를 욕망의 원리로 읽어냈던 <앙띠 오이디푸스>의 물음을 이 책에서 좀더 확장하고 구체화시킨다. 특히 <안티-오이디푸스>가 아직도 '안티', 즉 반(反)의 '부정적 비판'의 위치에 머물러 있다면 생물학과 지질학부터 시작해 인류학과 고고학의 최신 연구 성과까지 인간의 지식과 경험을 새롭게 '긍정적으로 종합'하고 있는 이 책은 지난 20세기의 인문학의 온갖 모험이 서로 소통하고 접속하는 모습을 보여주고 있다.이 책은 철학이나 인문학 하면 언뜻 떠올리기 쉬운 방법론(methodology)이나 이데올로기(ideology) 비판 또는 어떤 이론을 구.."
45,46,행복에 걸려 비틀거리다,대니얼 길버트,"인간 심리와 행복에 대한 새로운 지식의 지평을 열다!인간과 행복 사이의 끝없는 도전과 열망을 날카롭게 해부한 『행복에 걸려 비틀거리다』. 행복에 대한 경험적 연구 결과를 바탕으로 인지 과학적 해석을 제시하는 책이다. 심리 실험과 통찰력 있는 연구를 통해 인간 행복의 비밀을 밝히고 있다. 하버드대학의 저명한 심리학자인 저자는 위트 있고 생동감 넘치는 필치로, 인간 심리와 행복에 대한 새로운 지식의 지평을 그려낸다. 이 책은 우리가 행복을 지상 최대의 목표로 삼고 그것을 얻기 위해 노력하면서도 점점 더 행복으로부터 멀어질 수밖에 없는 이유를 밝히고 있다. 심리학, 철학, 인지신경과학, 행동경제학 등 각 분야의 최신 연구 결과들을 제시하면서 미래를 상상하는 인간의 독특한 능력을 보여준다. 또한 흥미로운 방법을 동.."
46,47,시가 내게로 왔다 1,김용택,"시인 김용택이 사랑하고 감동하고 희구하고 전율하는 시들에다 김용택 시인만의 독특한 글을 덧붙여 만든 책. 파블로 네루다의 시 한편을 비롯해 우리나라 근대 서정시의 본령이라 할 수 있는 김소월, 이용악에서부터 박용래와 김수영, 서정주와 고은을 거쳐 장석남, 유하에 이르기까지 근 1세기 동안의 한국 시사를 가로지르는 우리 시인들의 절창 마흔여덟 편을 아우르고 있다."
47,48,소설처럼,다니엘 페낙,"""소설은 그냥 소설로, '소설처럼' 읽어라."" <늑대의 눈>, <까보 까보슈>, <말로센 말로센> 등으로 널리 알려진 다니엘 페낙이 쓴 독서에 대한 에세이. 실제로 아이들을 가르치면서 겪은 경험을 토대로 어떻게 하면 아이들에게 책읽기의 즐거움을 가르칠 수 있는지를 알려 준다.책을 읽는다는 것은 아무런 목적이 없는 행동이다. 책은 시험을 치기 위해 읽는 것도, 성적을 잘 받기 위해 읽는 것도, 멋있게 보이기 위해 읽는 것도 아니다. 책을 읽는 과정은 연애와 비견될 수 있는 지극히 친밀하고 따뜻한 그 '무엇'이다. 그런데, 아이들은 그토록 좋은 책읽기를 끔찍하게 여긴다. 왜? '읽기'가 권유가 아닌 명령이 되어 버렸기 때문이다.아이들이 책을 읽지 않는 것은 전적으로 어른들의 책임.."
48,49,처음 만나는 문화인류학,한국문화인류학회,"진정한 나를 만나는 인류학!『처음 만나는 문화인류학』은 2010년대를 바라보는 문화인류학 입문서로서 '정격 교과서'가 아니라 변화하는 환경에 맞추어 새로운 세대를 위한 새로운 개념의 입문서이다. 수입 학문 단계에 머무르던 문화인류학 개설서의 수준을 끌어올려서 우리의 시각과 문제의식을 담아냈다. 학계의 중견 및 소장학자들로 구성된 집필진은 각자 자신이 연구하고 있는 분야에서 21세기의 한국사회와 세계를 이해하는 데 왜 문화인류학적 시각과 상상력이 중요하고 도움이 되는가를 전달하기 위해 힘을 기울였으며, 여러 차례 토론을 거쳐 이를 다듬고 발전시켰다. 단순히 문화인류학을 공부하려는 학생에게만 필요한 입문서가 아닌, 문화인류학을 처음 접하는 일반인들에게도 여러 문화 속의'나'를 인식할 수 있는 기회의 장이 되어줄.."
49,50,우리말 풀이사전,박남일,"좋은 문장을 쓰기위한 우리 옛말 풀이 사전. 우리 옛말 가운데서 일상적으로 누구나 활용할 수 있는 말 600여개를 선정하여 그 뜻과 어원을 자세하게 풀어 썼다. 또한 그 말을 소설이나 수필, 기사문 따위에서 어떻게 살려 쓸 수 있는지를 생생한 예문을 들어 보여준다. 여줄가리 올림말 1100여개를 여러 사전 풀이를 대조하여 간결하게 정리·수록하였다."
50,51,지각의 현상학,모리스 메를로 퐁티,"메를로 퐁티의 신체 현상학은 세계와의 직접적이고 시원적인 접촉을 회복하고 그 접촉에 철학적 지위를 부여하는 데 전력을 기울임으로써 인간을 육화된 정신으로 확립하고 철학의 오랜 멍에였던 데카르트적 이원론을 넘어서는 기념비적 대성과를 거두었다. 후설이 자연주의의 위협에대한 응전으로서 현상학을 창시한 것처럼 메를로퐁티는 경험주의 철학과 주지주의 철학에 대한 비판으로서 신체의 현상학을 내세웠다. 그는 지각적 경험을 고전적 편견으로 간주하며 그것을 극복하고 객관주의 철학의 뿌리를 분명히 하며 근원적으로 비판하고 해명하고자 신체의 현상으로 복귀했다. 메를로 퐁티는 지각의 현상학에서 전통 철학의 도식과 접근, 범주와 개념을 현상학적으로 비판하면서 선험철학을 갱신시켰다. 특히 의식과 인식 그리고 세계를 체험된 신체에 복귀.."
51,52,이윤기의 그리스 로마 신화 1,이윤기,신화 읽기 열풍을 몰고 온 이윤기의 저서. 이 책에서 저자는 지리한 옛 이야기가 아닌 '인간 이해의 열쇠'로서 신화를 얘기한다. 주제는 사랑·나무·뱀·대홍수·술 등 12가지. 그 중 제1장에 나오는 '잃어버린 신발'에 대한 설명이 대표적인 예다.
52,53,노년에 관하여 우정에 관하여,마르쿠스 툴리우스 키케로,"키케로의 <노년에 관하여>와 <우정에 관하여>를 한 권으로 묶은 <노년에 관하여 우정에 관하여> 라틴어 원전 번역이 출간되었다. '노년'에 관해 그리고 우리가 이미 알고 있다고 생각하는 '우정'에 관해 말하고 있지만, 그 내용은 우리가 미처 생각하지 못한 철학적인 의미를 내포하고 있다. 문장가로 이름이 드높았던 키케로의 진면목을 여실히 느낄 수 있는 문구들로 가득하다.<노년에 관하여>는 84세의 명망 있는 대정치가 카토가 노년의 짐을 어떻게 참고 견디는 것이 최선인지를 일러주며 노년에 대한 4가지 주요 편견에 대해 조목조목 반박하는 형식의 대화편이다. 늙는다고 모든 사람이 비참해지거나 황량해지는 것이 아님을 강조하면서 의미 있게 즐길 수 있는 노년을 역설하고 있다..."
53,54,소크라테스에서 포스트모더니즘까지,"새뮤얼 이녹 스텀프, 제임스 피저","1966년 처음 출간된 <소크라테스에서 사르트르까지 Socrates to Sartre>의 7판. 1998년 원저자 새뮤얼 이녹 스텀프가 사망한 후 제자 제임스 피저가 전면적 개정과 함께 2003년 <소크라테스에서 사르트르, 그리고 그 후 Socrates to Sartre and Beyond>이란 이름으로 펴낸 책을 번역한 것이다. 이 책의 2판은 ""><서양철학사>라는 제목으로 1983년 우리나라에 출간된 적 있다.제목에서 볼 수 있는 것처럼 고대 그리스 철학에서 시작하여 중세 및 근대 철학 등을 넘어 20세기와 현대 철학까지를 다룬다."
54,55,정신분석적 사례이해,Nancy McWilliams,상담이나 심리치료를 위한 정신분석적 사례를 제시하는 책. 미국에서 상단이나 심리치료를 공부하는 학생들에게 필독서처럼 널리 읽히는 교재이다. 심리학자이자 정신분석적 심리치료자인 저자는 자신의 오랜 심리치료 경험에 근거하여 내담자를 깊이 이해하는 데 필수적인 8가지의 심리적 측면을 다양한 사례와 함께 명쾌하게 소개하고 있다. 내담자를 심층적이고 섬세하게 이해하는 안목을 키우는 데 도움을 준다.
55,56,유토피아,토머스 모어,"영국 최고의 인문주의자 토머스 모어의 역작으로 손꼽히는 정치공상소설 <유토피아>를 소개하는 책. 유럽 사회에 변화의 물결이 일던 시기에 씌어진 <유토피아>는 근대 경제체제로 접어들면서 나타난 여러 폐단과, 절대적 권위를 누리던 가톨릭 교회의 권력 남용에 대한 한 인문주의자의 고뇌의 산물이다.이 책은 <유토피아>를 쉽게 풀어서 옮긴 것이다. 꼼꼼한 고증을 거친 컬러 도판과, 곳곳에 수록된 상세한 역사적 설명을 통해 작품에 대한 이해를 높여준다."
